candidate_id,variant,fold,run_id,foot,foot_index,contact_episode_id,timestamp_sample,timestamp_s,normal_score,early_score,actionable_score,active_score,threshold,threshold_pass,persistence_required,persistence_state,verifier_result,force_loaded_contact_state,valid_mask,AIR_mask,touchdown_transient_mask,post_fall_mask,first_fall_boundary_sample,current_owner_foot,physical_event_in_owned_episode,normal_contact_episode_fp,too_early,invalid,post_fall,cross_foot,latch,attribution_reason,reset_before_update
R1_seed_202608231,V0,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,left,0,3,1795,1.796,0.0,4.765760094106752e-33,1.0,1.3216081007350056e-10,0.99,True,5,5,True,True,False,False,False,True,1482,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,left,0,1,1104,1.105,5.894742571399547e-05,0.004013496916741133,0.9935969114303589,0.0023306580260396004,0.99,True,5,5,True,True,True,False,False,False,1414,left,True,False,True,False,False,False,False,TOO_EARLY,False
R1_seed_202608231,V0,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,left,0,3,1659,1.66,0.0,0.0,0.9999302625656128,6.97817376931198e-05,0.99,True,5,5,True,True,False,False,False,True,1414,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,ice_native_0p15_v01,right,1,51,2523,2.524,3.434624886722304e-06,8.631231146472018e-11,0.9981107711791992,0.0018857874674722552,0.99,True,5,5,True,True,True,False,False,False,2805,right,False,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP,False
R1_seed_202608231,V0,1,sand_solref_interpolation_2of3_0p15_v01,right,1,3,2263,2.264,0.0,0.0,1.0,4.020901823032896e-15,0.99,True,5,5,True,True,False,False,False,True,2092,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,sand_solref_interpolation_2of3_0p15_v01,right,1,4,2484,2.485,0.0,0.0,1.0,3.13338001268557e-16,0.99,True,5,5,True,True,False,False,False,True,2092,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,sand_solref_interpolation_2of3_0p15_v01,right,1,5,2784,2.785,0.0,0.0,1.0,1.3501933031096359e-14,0.99,True,5,5,True,True,False,False,False,True,2092,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,right,1,3,2206,2.207,0.0,0.0,1.0,1.099448483643517e-11,0.99,True,5,5,True,True,False,False,False,True,2040,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,right,1,3,2174,2.175,0.0,0.0,1.0,5.817094211466762e-27,0.99,True,5,5,True,True,False,False,False,True,2013,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_2of3_0p10_v02,left,0,3,2084,2.085,2.9802946533095753e-34,0.0002865093993023038,0.991588294506073,0.008125116117298603,0.99,True,5,5,True,True,False,False,False,True,2073,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_2of3_0p10_v02,left,0,6,2860,2.861,0.0,9.052388079538318e-43,0.9999990463256836,9.52769767081918e-07,0.99,True,5,5,True,True,False,False,False,True,2073,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,left,0,3,2084,2.085,1.0084289381272229e-34,0.0005638248985633254,0.9953981041908264,0.004038078710436821,0.99,True,5,5,True,True,False,False,False,True,2047,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,right,1,14,2812,2.813,0.0,0.0,0.9999997615814209,2.8896911885567533e-07,0.99,True,5,5,True,True,False,False,False,True,2047,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,left,0,5,2904,2.905,1.9254140681823628e-07,0.002565542468801141,0.9904962778091431,0.006938072852790356,0.99,True,5,5,True,True,False,False,False,True,2047,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,left,0,3,2055,2.056,3.7247914480217963e-41,0.0011781505309045315,0.9984136819839478,0.0004080706858076155,0.99,True,5,5,True,True,False,False,False,True,1983,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,left,0,4,2302,2.303,0.0,1.1108305393824417e-25,0.9996100068092346,0.00039004668360576034,0.99,True,5,5,True,True,False,False,False,True,1983,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,right,1,4,2441,2.442,3.855634672049676e-35,1.95559020366165e-11,0.9999936819076538,6.270808171393583e-06,0.99,True,5,5,True,True,False,False,False,True,1983,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_2of3_0p20_v02,left,0,2,1444,1.445,0.0,4.469284976948984e-05,0.9999508857727051,4.451926542969886e-06,0.99,True,5,5,True,True,False,False,False,True,1362,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_2of3_0p20_v02,left,0,3,1702,1.703,0.0,1.9775163909902876e-22,0.9999986886978149,1.3131764262652723e-06,0.99,True,5,5,True,True,False,False,False,True,1362,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_2of3_0p20_v02,left,0,4,2057,2.058,3.094991379559661e-21,0.0005809760186821222,0.9947502017021179,0.004668880719691515,0.99,True,5,5,True,True,False,False,False,True,1362,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,left,0,2,1442,1.443,0.0,1.2307739893913094e-07,0.9999556541442871,4.417944364831783e-05,0.99,True,5,5,True,True,False,False,False,True,1361,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,left,0,3,1795,1.796,0.0,0.0,0.9998650550842285,0.00013488854165188968,0.99,True,5,5,True,True,False,False,False,True,1361,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,left,0,2,1442,1.443,0.0,3.0062527467400457e-10,0.9999456405639648,5.429987868410535e-05,0.99,True,5,5,True,True,False,False,False,True,1360,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,left,0,3,1800,1.801,8.295957914768518e-14,0.0005701083573512733,0.9994274377822876,2.4562812086514896e-06,0.99,True,5,5,True,True,False,False,False,True,1360,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,sand_solref_interpolation_2of3_0p15_v03,left,0,3,1954,1.955,1.7514977061826474e-17,1.9689034047587484e-07,0.9936171770095825,0.006382558960467577,0.99,True,5,5,True,True,False,False,False,True,1937,left,True,False,False,True,True,False,False,INVALID;POST_FALL,False
R1_seed_202608231,V0,0,sand_solref_interpolation_2of3_0p15_v03,right,1,11,2784,2.785,0.0,5.711272565989134e-10,1.0,6.236670208048523e-11,0.99,True,5,5,True,True,False,False,False,True,1937,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,left,0,3,1938,1.939,4.979342348331774e-31,0.00018904976604972035,0.9905174374580383,0.009293547831475735,0.99,True,5,5,True,True,False,False,False,True,1913,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,left,0,5,2634,2.635,0.0,6.050124466968156e-16,1.0,8.371185689082239e-12,0.99,True,5,5,True,True,False,False,False,True,1913,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,right,1,11,2651,2.652,5.612480609313757e-41,2.8675425867776298e-15,1.0,3.0236019910034884e-08,0.99,True,5,5,True,True,False,False,False,True,1913,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,left,0,3,1953,1.954,1.6628788486603307e-40,1.8319579543327833e-29,0.9997444748878479,0.0002555270039010793,0.99,True,5,5,True,True,False,False,False,True,1865,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,right,1,4,2115,2.116,8.26963881539016e-21,6.442682547458389e-07,0.9961879849433899,0.0038114378694444895,0.99,True,5,5,True,True,True,False,False,False,2751,right,True,False,True,False,False,False,False,TOO_EARLY,False
R1_seed_202608231,V0,1,ice_native_0p15_v04,right,1,15,616,0.617,5.880323804254845e-24,1.396326038050956e-17,0.9999642372131348,3.579074837034568e-05,0.99,True,5,5,True,True,True,False,False,False,,right,False,True,False,False,False,True,False,NORMAL_CONTACT_EPISODE_FP;CROSS_FOOT,False
